2.789580712,57.7
2.868644438,57.3
2.870403905,57.5
2.870988814,59.8
2.886490725,63.1
2.950851459,61.6
2.972665592,52.8
2.986323777,56.2
3.071882007,62.1
3.084933575,60.2
3.086359831,62.6
3.090610708,52.8
3.110252917,63
3.122870923,59.8
3.137986733,64.3
3.142389466,65.3
3.143951116,71.2
3.151982395,56
3.175801633,63.7
3.180985581,62
3.196452542,64.3
3.197280558,64.3
3.200029267,57.7
3.207365037,57.2
3.2219356,62.2
3.22685757,64.9
3.246498581,62
3.250663919,57.2
3.275311355,56.2
3.294686624,71.4
3.29710365,63.7
3.304059466,57.1
3.323870607,65.2
3.32858345,70.6
3.33725954,65.7
3.367169489,70.6
3.373279893,69.5
3.37621185,59.8
3.386498966,48.3
3.390935107,63.4
3.407050815,58.7
3.413802517,68.4
3.436957331,58.9
3.448860846,67.8
3.457276186,68.6
3.459392488,64.6
3.46612587,65.1
3.475816413,56.7
3.500648063,68.9
3.524525937,67.1
3.534153074,66.8
3.551693915,64.7
3.5594278,64.9
3.595936906,74.6
3.608632989,67
3.618048097,71.9
3.630427875,76.4
3.639486489,65.7
3.640978057,65.8
3.645716939,72
3.646599752,72.4
3.669409867,69.7
3.691346764,76.3
3.695394108,71.8
3.703033305,66.2
3.735199548,60.1
3.749581735,61.5
3.751048035,71.9
3.778657632,70
3.780821176,64
3.787885351,50.7
3.793720557,74.2
3.824190941,72.9
3.832955751,74.3
3.844725628,72.3
3.858055718,73.7
3.86003839,60.4
3.862369937,73.8
3.866995813,69.4
3.871981354,73.9
3.87667961,66.1
3.917295401,64.7
3.920853496,71.7
3.924279286,75.5
3.924382677,70
3.93333541,76.1
3.946648734,70.5
3.960851154,77.5
3.965295796,60.6
3.969835093,75.8
3.98788961,74.4
3.995459687,74.8
4.003891166,74.5
4.008003672,72.7
4.024813933,70.9
4.025797241,77.1
4.031650794,76.5
4.039770927,73.6
4.042260407,79.3
4.05426824,78.1
4.061075324,71.5
4.063108083,77.1
4.064757399,77.7
4.067368471,76.6
4.068334313,75.6
4.078420565,60.4
4.094191525,67.5
4.105578304,76.3
4.117470164,79.8
4.132483825,74.9
4.137986733,75.6
4.156306799,75
4.158302169,65.8
4.163608563,71.3
4.172602931,78.3
4.185740418,75.6
4.18743611,70.1
4.196203829,74.5
4.200823149,72.3
4.208790587,75.5
4.209112704,73.3
4.218141468,78.3
4.221440321,77.8
4.22837469,70.2
4.233021507,76
4.23726719,76
4.246597049,75.4
4.254403046,76.9
4.259020174,59.1
4.259091929,76.3
4.287331363,78.3
4.299005816,77.8
4.299049447,75.2
4.323870607,79.1
4.329377537,75.3
4.332519251,67.8
4.342047446,74.7
4.345569756,75.8
4.345667736,76.9
4.357915799,72.5
4.363893898,73.3
4.366441636,71.3
4.371086342,75.6
4.371898695,75
4.396948687,76.6
4.399829417,79.8
4.400693375,79.8
4.406965751,76.2
4.426885212,78.2
4.43725893,80
4.455393096,82.1
4.462487843,71.2
4.469748401,80.5
4.479056784,82.2
4.4842856,82.2
4.494015375,81.7
4.50731604,80.6
4.519184604,82.1
4.539790966,81
4.542065681,83.3
4.557230416,81.7
4.576813403,58.8
4.580206257,80.6
4.586846004,82.8
4.59602499,80.2
4.596399144,79.3
4.608558123,81.5
4.608889576,79
4.611585246,71.5
4.615392367,80.7
4.618382845,79.9
4.621467099,81.8
4.626627749,81.8
4.627928845,80.6
4.632609117,80.4
4.633791531,80.8
4.674392621,75.5
4.702783688,83.378
4.704399349,77.9
4.706530031,78.9
4.709998828,82.7
4.75681861,76.4
4.797987305,81.4
4.845625078,78.7
4.856632236,81.9
4.930485469,80.3
4.937883829,81.1
5.10168866,80.4
5.125191639,81.8